order_id,customer_id,order_date,product_name,category,sub_category,region,sales,order_month
CA-2019-161746,CS-11950,21/10/2019,"Newell Chalk Holder","Office Supplies",Art,West,12.39,2019-10-01
CA-2019-161746,CS-11950,21/10/2019,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",Furniture,Furnishings,West,19.96,2019-10-01
CA-2019-161746,CS-11950,21/10/2019,"SAFCO Boltless Steel Shelving","Office Supplies",Storage,West,340.92,2019-10-01
CA-2019-136322,AP-10720,21/10/2019,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings,South,45.568,2019-10-01
CA-2019-136322,AP-10720,21/10/2019,"GBC Personal VeloBind Strips","Office Supplies",Binders,South,28.752,2019-10-01
CA-2019-165148,PM-19135,22/10/2019,"Eldon 200 Class Desk Accessories",Furniture,Furnishings,Central,31.4,2019-10-01
US-2019-116400,EB-13930,22/10/2019,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",Furniture,Furnishings,South,39.92,2019-10-01
CA-2019-169887,MS-17530,22/10/2019,"Xerox 1986","Office Supplies",Paper,West,6.68,2019-10-01
CA-2019-169887,MS-17530,22/10/2019,"Prang Drawing Pencil Set","Office Supplies",Art,West,8.34,2019-10-01
CA-2019-169887,MS-17530,22/10/2019,"Linden 12"" Wall Clock With Oak Frame",Furniture,Furnishings,West,101.94,2019-10-01
CA-2019-132661,SR-20740,23/10/2019,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","Office Supplies",Paper,East,379.4,2019-10-01
CA-2019-165484,HK-14890,23/10/2019,"DAX Cubicle Frames - 8x10",Furniture,Furnishings,Central,16.156,2019-10-01
CA-2019-165484,HK-14890,23/10/2019,"Xerox 1929","Office Supplies",Paper,Central,54.816,2019-10-01
CA-2019-151323,AB-10255,23/10/2019,"Advantus SlideClip Paper Clips","Office Supplies",Fasteners,West,17.05,2019-10-01
CA-2019-121748,VW-21775,24/10/2019,"Micro Innovations USB RF Wireless Keyboard with Mouse",Technology,Accessories,West,100,2019-10-01
CA-2019-121748,VW-21775,24/10/2019,"Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)",Technology,Accessories,West,359.98,2019-10-01
CA-2019-121020,CG-12040,24/10/2019,"Apple iPhone 5C",Technology,Phones,South,239.976,2019-10-01
CA-2019-166275,SS-20590,24/10/2019,"Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset",Technology,Accessories,West,199.99,2019-10-01
CA-2019-158925,JP-15460,24/10/2019,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream","Office Supplies",Paper,Central,15.552,2019-10-01
CA-2019-118311,ED-13885,24/10/2019,"NETGEAR N750 Dual Band Wi-Fi Gigabit Router",Technology,Accessories,West,450,2019-10-01
CA-2019-153318,JS-15595,25/10/2019,"Panasonic KX-TG9471B",Technology,Phones,South,783.96,2019-10-01
CA-2019-152632,JE-15475,27/10/2019,"Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp",Furniture,Furnishings,East,40.2,2019-10-01
CA-2019-156811,BP-11095,27/10/2019,"Staple holder","Office Supplies",Appliances,West,43.92,2019-10-01
CA-2019-156811,BP-11095,27/10/2019,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity","Office Supplies",Binders,West,25.032,2019-10-01
CA-2019-120873,BW-11200,27/10/2019,"Global Executive Mid-Back Manager's Chair",Furniture,Chairs,South,290.98,2019-10-01
US-2019-117387,PA-19060,27/10/2019,"Avery Legal 4-Ring Binder","Office Supplies",Binders,West,67.136,2019-10-01
CA-2019-116596,BW-11200,27/10/2019,"Metal Folding Chairs, Beige, 4/Carton",Furniture,Chairs,East,427.644,2019-10-01
CA-2019-116596,BW-11200,27/10/2019,"Advantus Push Pins, Aluminum Head","Office Supplies",Fasteners,East,40.67,2019-10-01
CA-2019-116596,BW-11200,27/10/2019,"Rogers Profile Extra Capacity Storage Tub","Office Supplies",Storage,East,33.48,2019-10-01
CA-2019-116596,BW-11200,27/10/2019,"Prestige Round Ring Binders","Office Supplies",Binders,East,9.728,2019-10-01
CA-2019-130162,JH-15910,28/10/2019,"Personal Filing Tote with Lid, Black/Gray","Office Supplies",Storage,West,93.06,2019-10-01
CA-2019-130162,JH-15910,28/10/2019,"Adtran 1202752G1",Technology,Phones,West,302.376,2019-10-01
CA-2019-142545,JD-15895,28/10/2019,"Xerox 223","Office Supplies",Paper,East,32.4,2019-10-01
CA-2019-142545,JD-15895,28/10/2019,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand","Office Supplies",Storage,East,1082.48,2019-10-01
CA-2019-142545,JD-15895,28/10/2019,"Xerox 1939","Office Supplies",Paper,East,56.91,2019-10-01
CA-2019-142545,JD-15895,28/10/2019,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,Furnishings,East,77.6,2019-10-01
CA-2019-142545,JD-15895,28/10/2019,"Avery Premier Heavy-Duty Binder with Round Locking Rings","Office Supplies",Binders,East,14.28,2019-10-01
CA-2019-134775,AS-10285,28/10/2019,"Southworth Structures Collection","Office Supplies",Paper,West,50.96,2019-10-01
CA-2019-134775,AS-10285,28/10/2019,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""","Office Supplies",Binders,West,49.536,2019-10-01
CA-2019-144344,PG-18820,28/10/2019,"24-Hour Round Wall Clock",Furniture,Furnishings,South,47.952,2019-10-01
CA-2019-144344,PG-18820,28/10/2019,"Large Capacity Hanging Post Binders","Office Supplies",Binders,South,37.425,2019-10-01
CA-2019-144344,PG-18820,28/10/2019,"Eldon Radial Chair Mat for Low to Medium Pile Carpets",Furniture,Furnishings,South,63.968,2019-10-01
CA-2019-144344,PG-18820,28/10/2019,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Furniture,Furnishings,South,165.048,2019-10-01
US-2019-144393,SM-20950,28/10/2019,"XtraLife ClearVue Slant-D Ring Binder, White, 3""","Office Supplies",Binders,South,17.616,2019-10-01
CA-2019-140641,EP-13915,28/10/2019,"Canvas Sectional Post Binders","Office Supplies",Binders,South,38.19,2019-10-01
CA-2019-125815,DL-13330,28/10/2019,"BIC Brite Liner Highlighters","Office Supplies",Art,East,12.42,2019-10-01
CA-2019-120369,VB-21745,28/10/2019,"Tenex Chairmat w/ Average Lip, 45"" x 53""",Furniture,Furnishings,East,756.8,2019-10-01
CA-2019-112389,JM-15655,29/10/2019,"Rogers Jumbo File, Granite","Office Supplies",Storage,East,40.74,2019-10-01
CA-2019-112389,JM-15655,29/10/2019,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags","Office Supplies",Appliances,East,11.67,2019-10-01
CA-2019-146682,KW-16435,29/10/2019,"Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp",Furniture,Furnishings,Central,67,2019-10-01
US-2019-131912,LH-17155,29/10/2019,"XtraLife ClearVue Slant-D Ring Binder, White, 3""","Office Supplies",Binders,West,11.744,2019-10-01
CA-2019-167290,JF-15295,30/10/2019,"Newell 312","Office Supplies",Art,Central,11.68,2019-10-01
CA-2019-153836,EH-13765,30/10/2019,"GBC Personal VeloBind Strips","Office Supplies",Binders,East,28.752,2019-10-01
CA-2019-153836,EH-13765,30/10/2019,"Boston KS Multi-Size Manual Pencil Sharpener","Office Supplies",Art,East,114.95,2019-10-01
CA-2019-105291,SP-20920,30/10/2019,"Assorted Color Push Pins","Office Supplies",Fasteners,West,3.62,2019-10-01
CA-2019-119165,BD-11320,31/10/2019,"Hon Olson Stacker Stools",Furniture,Chairs,East,492.835,2019-10-01
CA-2019-144218,JD-15895,31/10/2019,"Dual Level, Single-Width Filing Carts","Office Supplies",Storage,West,1085.42,2019-10-01
US-2019-142251,FO-14305,31/10/2019,"Xerox 1898","Office Supplies",Paper,South,32.064,2019-10-01
CA-2019-140130,HW-14935,31/10/2019,"Fiskars Softgrip Scissors","Office Supplies",Supplies,Central,21.96,2019-10-01
CA-2019-140130,HW-14935,31/10/2019,"Hon Mobius Operator's Chair",Furniture,Chairs,Central,368.97,2019-10-01
CA-2019-140130,HW-14935,31/10/2019,"Newell 31","Office Supplies",Art,Central,12.39,2019-10-01
CA-2019-140130,HW-14935,31/10/2019,"Carina Mini System Audio Rack, Model AR050B","Office Supplies",Storage,Central,332.94,2019-10-01
CA-2019-146913,SF-20965,31/10/2019,"Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat",Furniture,Chairs,West,1403.92,2019-10-01
CA-2019-159212,KM-16375,1/11/2019,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Phones,South,21.8,2019-11-01
CA-2019-159212,KM-16375,1/11/2019,"Airmail Envelopes","Office Supplies",Envelopes,South,251.79,2019-11-01
CA-2019-100671,CS-12490,1/11/2019,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost","Office Supplies",Storage,Central,111.672,2019-11-01
CA-2019-129196,XP-21865,1/11/2019,"Maxell 4.7GB DVD-R",Technology,Accessories,Central,68.112,2019-11-01
CA-2019-128867,CL-12565,3/11/2019,"Hunt PowerHouse Electric Pencil Sharpener, Blue","Office Supplies",Art,Central,75.96,2019-11-01
CA-2019-128867,CL-12565,3/11/2019,"Avery Durable Plastic 1"" Binders","Office Supplies",Binders,Central,27.24,2019-11-01
CA-2019-127250,SF-20200,3/11/2019,"Newell 332","Office Supplies",Art,West,8.82,2019-11-01
CA-2019-114972,PF-19225,3/11/2019,"Global Deluxe High-Back Office Chair in Storm",Furniture,Chairs,West,217.584,2019-11-01
CA-2019-114972,PF-19225,3/11/2019,"Kensington K72356US Mouse-in-a-Box USB Desktop Mouse",Technology,Accessories,West,82.95,2019-11-01
CA-2019-114972,PF-19225,3/11/2019,"Avery 50","Office Supplies",Labels,West,87.71,2019-11-01
CA-2019-114972,PF-19225,3/11/2019,"Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room","Office Supplies",Appliances,West,1101.48,2019-11-01
CA-2019-168893,AP-10915,3/11/2019,"Advantus Plastic Paper Clips","Office Supplies",Fasteners,South,20,2019-11-01
CA-2019-168893,AP-10915,3/11/2019,"Economy #2 Pencils","Office Supplies",Art,South,7.98,2019-11-01
CA-2019-168893,AP-10915,3/11/2019,"Magna Visual Magnetic Picture Hangers",Furniture,Furnishings,South,24.1,2019-11-01
CA-2019-168893,AP-10915,3/11/2019,"Boston 16750 Black Compact Battery Pencil Sharpener","Office Supplies",Art,South,8.75,2019-11-01
CA-2019-168893,AP-10915,3/11/2019,"Global Adaptabilities Conference Tables",Furniture,Tables,South,842.94,2019-11-01
CA-2019-109365,XP-21865,3/11/2019,"Stockwell Push Pins","Office Supplies",Fasteners,West,15.26,2019-11-01
CA-2019-109365,XP-21865,3/11/2019,"Holmes 99% HEPA Air Purifier","Office Supplies",Appliances,West,43.32,2019-11-01
CA-2019-109365,XP-21865,3/11/2019,"Avery Durable Plastic 1"" Binders","Office Supplies",Binders,West,43.584,2019-11-01
CA-2019-109365,XP-21865,3/11/2019,"Xerox 1892","Office Supplies",Paper,West,116.28,2019-11-01
CA-2019-109365,XP-21865,3/11/2019,"Fellowes Black Plastic Comb Bindings","Office Supplies",Binders,West,9.296,2019-11-01
CA-2019-109365,XP-21865,3/11/2019,"Xerox 22","Office Supplies",Paper,West,19.44,2019-11-01
CA-2019-109365,XP-21865,3/11/2019,"Multicolor Computer Printout Paper","Office Supplies",Paper,West,314.55,2019-11-01
CA-2019-160136,PJ-18835,3/11/2019,"Xerox 1978","Office Supplies",Paper,Central,9.248,2019-11-01
CA-2019-159023,NW-18400,3/11/2019,"Avery Reinforcements for Hole-Punch Pages","Office Supplies",Binders,West,4.158,2019-11-01
CA-2019-159023,NW-18400,3/11/2019,"Okidata B401 Printer",Technology,Machines,West,179.991,2019-11-01
CA-2019-134180,JP-16135,3/11/2019,"NETGEAR N750 Dual Band Wi-Fi Gigabit Router",Technology,Accessories,East,72,2019-11-01
CA-2019-134180,JP-16135,3/11/2019,"Bevis Steel Folding Chairs",Furniture,Chairs,East,470.155,2019-11-01
CA-2019-143308,RC-19825,4/11/2019,"OIC Colored Binder Clips, Assorted Sizes","Office Supplies",Fasteners,South,10.74,2019-11-01
CA-2019-163755,AS-10285,4/11/2019,"Tenex ""The Solids"" Textured Chair Mats",Furniture,Furnishings,West,209.88,2019-11-01
CA-2019-166443,LH-17020,4/11/2019,"Advantus Panel Wall Acrylic Frame",Furniture,Furnishings,West,38.29,2019-11-01
CA-2019-146766,TT-21220,4/11/2019,"Boston Heavy-Duty Trimline Electric Pencil Sharpeners","Office Supplies",Art,West,192.8,2019-11-01
CA-2019-163328,TP-21565,4/11/2019,"Serrated Blade or Curved Handle Hand Letter Openers","Office Supplies",Supplies,West,17.584,2019-11-01
CA-2019-163328,TP-21565,4/11/2019,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,Chairs,West,104.784,2019-11-01
CA-2019-163328,TP-21565,4/11/2019,"Southworth 25% Cotton Premium Laser Paper and Envelopes","Office Supplies",Paper,West,47.952,2019-11-01
CA-2019-163328,TP-21565,4/11/2019,"Global Enterprise Series Seating High-Back Swivel/Tilt Chairs",Furniture,Chairs,West,650.352,2019-11-01
CA-2019-163328,TP-21565,4/11/2019,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box","Office Supplies",Labels,West,629.184,2019-11-01
CA-2019-163328,TP-21565,4/11/2019,"Xerox 1887","Office Supplies",Paper,West,15.176,2019-11-01
CA-2019-165827,MF-17665,4/11/2019,"Ultra Door Pull Handle",Furniture,Furnishings,South,50.496,2019-11-01
CA-2019-119018,CW-11905,4/11/2019,"Tuff Stuff Recycled Round Ring Binders","Office Supplies",Binders,West,7.712,2019-11-01
CA-2019-119018,CW-11905,4/11/2019,"Acco Economy Flexible Poly Round Ring Binder","Office Supplies",Binders,West,4.176,2019-11-01
CA-2019-119018,CW-11905,4/11/2019,"Xerox 229","Office Supplies",Paper,West,38.88,2019-11-01
CA-2019-162236,ER-13855,4/11/2019,"Eldon Portable Mobile Manager","Office Supplies",Storage,South,45.248,2019-11-01
CA-2019-162236,ER-13855,4/11/2019,"BPI Conference Tables",Furniture,Tables,South,876.3,2019-11-01
CA-2019-162236,ER-13855,4/11/2019,"Premier Electric Letter Opener","Office Supplies",Supplies,South,185.376,2019-11-01
CA-2019-158260,CC-12475,4/11/2019,"Okidata B400 Printer",Technology,Machines,West,686.4,2019-11-01
US-2019-111563,SM-20005,4/11/2019,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings,Central,11.376,2019-11-01
US-2019-111563,SM-20005,4/11/2019,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Furnishings,Central,66.112,2019-11-01
CA-2019-140207,CS-12400,5/11/2019,"Cardinal Holdit Data Disk Pockets","Office Supplies",Binders,West,29.12,2019-11-01
US-2019-106677,AS-10285,5/11/2019,"Anker Astro Mini 3000mAh Ultra-Compact Portable Charger",Technology,Phones,East,23.988,2019-11-01
US-2019-131611,EP-13915,5/11/2019,"Laminate Occasional Tables",Furniture,Tables,Central,863.128,2019-11-01
US-2019-131611,EP-13915,5/11/2019,"Storex Dura Pro Binders","Office Supplies",Binders,Central,3.564,2019-11-01
US-2019-131611,EP-13915,5/11/2019,"O'Sullivan Plantations 2-Door Library in Landvery Oak",Furniture,Bookcases,Central,956.6648,2019-11-01
US-2019-131611,EP-13915,5/11/2019,"Premium Transparent Presentation Covers by GBC","Office Supplies",Binders,Central,12.588,2019-11-01
US-2019-131611,EP-13915,5/11/2019,"Logitech Wireless Headset H600 Over-The-Head Design",Technology,Accessories,Central,171.96,2019-11-01
US-2019-165078,MA-17995,5/11/2019,"Premium Transparent Presentation Covers by GBC","Office Supplies",Binders,Central,104.9,2019-11-01
US-2019-165078,MA-17995,5/11/2019,"Prismacolor Color Pencil Set","Office Supplies",Art,Central,39.68,2019-11-01
US-2019-165078,MA-17995,5/11/2019,"Avery 503","Office Supplies",Labels,Central,51.75,2019-11-01
CA-2019-148908,JH-15985,5/11/2019,"GBC Twin Loop Wire Binding Elements","Office Supplies",Binders,West,53.248,2019-11-01
CA-2019-143441,EB-14170,5/11/2019,"Avery 490","Office Supplies",Labels,Central,11.84,2019-11-01
CA-2019-125094,NP-18700,5/11/2019,"Cherry 142-key Programmable Keyboard",Technology,Accessories,West,479.72,2019-11-01
CA-2019-144092,LH-17155,5/11/2019,"KeyTronic E03601U1 - Keyboard - Beige",Technology,Accessories,West,72,2019-11-01
CA-2019-144092,LH-17155,5/11/2019,"Harbour Creations 67200 Series Stacking Chairs",Furniture,Chairs,West,113.888,2019-11-01
CA-2019-144092,LH-17155,5/11/2019,"Strathmore #10 Envelopes, Ultimate White","Office Supplies",Envelopes,West,158.13,2019-11-01
CA-2019-157280,LW-17125,5/11/2019,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Furnishings,South,273.96,2019-11-01
CA-2019-157280,LW-17125,5/11/2019,"Microsoft Natural Ergonomic Keyboard 4000",Technology,Accessories,South,89.97,2019-11-01
CA-2019-157280,LW-17125,5/11/2019,"Tenex Chairmat w/ Average Lip, 45"" x 53""",Furniture,Furnishings,South,756.8,2019-11-01
US-2019-125969,LS-16975,6/11/2019,"Global Task Chair, Black",Furniture,Chairs,West,81.424,2019-11-01
US-2019-125969,LS-16975,6/11/2019,"Eldon Cleatmat Plus Chair Mats for High Pile Carpets",Furniture,Furnishings,West,238.56,2019-11-01
US-2019-153815,KL-16555,6/11/2019,"High-Back Leather Manager's Chair",Furniture,Chairs,South,207.984,2019-11-01
US-2019-153815,KL-16555,6/11/2019,"Embossed Ink Jet Note Cards","Office Supplies",Paper,South,36.112,2019-11-01
US-2019-153815,KL-16555,6/11/2019,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings,South,35.568,2019-11-01
US-2019-153815,KL-16555,6/11/2019,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box","Office Supplies",Paper,South,88.768,2019-11-01
CA-2019-109925,IM-15070,6/11/2019,"Eldon Portable Mobile Manager","Office Supplies",Storage,West,84.84,2019-11-01
CA-2019-113817,MJ-17740,7/11/2019,"Wilson Jones International Size A4 Ring Binders","Office Supplies",Binders,West,27.68,2019-11-01
CA-2019-161669,EM-14095,7/11/2019,"Fellowes Binding Cases","Office Supplies",Binders,West,37.44,2019-11-01
CA-2019-161669,EM-14095,7/11/2019,"Ibico Plastic and Wire Spiral Binding Combs","Office Supplies",Binders,West,26.976,2019-11-01
CA-2019-161669,EM-14095,7/11/2019,"Acme Preferred Stainless Steel Scissors","Office Supplies",Supplies,West,11.36,2019-11-01
CA-2019-161669,EM-14095,7/11/2019,"Avery 486","Office Supplies",Labels,West,14.62,2019-11-01
CA-2019-147585,CB-12535,7/11/2019,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,Furnishings,West,14.82,2019-11-01
CA-2019-144554,DM-13345,7/11/2019,"Plantronics Audio 478 Stereo USB Headset",Technology,Accessories,East,119.976,2019-11-01
US-2019-139388,CC-12475,7/11/2019,"Rubber Band Ball","Office Supplies",Fasteners,East,14.96,2019-11-01
CA-2019-164896,PS-19045,7/11/2019,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book","Office Supplies",Paper,West,12.9,2019-11-01
CA-2019-152247,MA-17995,7/11/2019,"Global Troy Executive Leather Low-Back Tilter",Furniture,Chairs,West,1603.136,2019-11-01
CA-2019-132997,LW-17215,7/11/2019,"AT&T SB67148 SynJ",Technology,Phones,East,263.96,2019-11-01
CA-2019-132997,LW-17215,7/11/2019,"Jabra Supreme Plus Driver Edition Headset",Technology,Phones,East,359.97,2019-11-01
CA-2019-132997,LW-17215,7/11/2019,"Xerox 23","Office Supplies",Paper,East,12.96,2019-11-01
CA-2019-132997,LW-17215,7/11/2019,"Eldon Base for stackable storage shelf, platinum","Office Supplies",Storage,East,116.82,2019-11-01
CA-2019-132997,LW-17215,7/11/2019,"Ibico EB-19 Dual Function Manual Binding System","Office Supplies",Binders,East,276.784,2019-11-01
CA-2019-116337,MC-17845,7/11/2019,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Furniture,Furnishings,Central,44.46,2019-11-01
CA-2019-116337,MC-17845,7/11/2019,"Mini 13-1/2 Capacity Data Binder Rack, Pearl","Office Supplies",Storage,Central,314.088,2019-11-01
CA-2019-168830,ML-17395,7/11/2019,"NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router",Technology,Accessories,West,479.97,2019-11-01
CA-2019-116379,LD-17005,7/11/2019,"GBC VeloBinder Manual Binding System","Office Supplies",Binders,West,57.584,2019-11-01
CA-2019-152156,CG-12520,8/11/2019,"Bush Somerset Collection Bookcase",Furniture,Bookcases,South,261.96,2019-11-01
CA-2019-152156,CG-12520,8/11/2019,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs,South,731.94,2019-11-01
CA-2019-138233,PF-19165,9/11/2019,"Logitech Wireless Gaming Headset G930",Technology,Accessories,West,479.97,2019-11-01
CA-2019-105494,PC-18745,10/11/2019,"File Shuttle I and Handi-File","Office Supplies",Storage,West,155.82,2019-11-01
CA-2019-105494,PC-18745,10/11/2019,"Binding Machine Supplies","Office Supplies",Binders,West,70.008,2019-11-01
CA-2019-163384,CC-12430,10/11/2019,"ACCOHIDE 3-Ring Binder, Blue, 1""","Office Supplies",Binders,West,13.216,2019-11-01
CA-2019-163384,CC-12430,10/11/2019,"Xerox 1996","Office Supplies",Paper,West,32.4,2019-11-01
CA-2019-137736,DC-13285,10/11/2019,"Newell 315","Office Supplies",Art,South,41.86,2019-11-01
CA-2019-115588,AF-10885,10/11/2019,"Staple remover","Office Supplies",Supplies,East,14.72,2019-11-01
CA-2019-115588,AF-10885,10/11/2019,"Acco Perma 4000 Stacking Storage Drawers","Office Supplies",Storage,East,38.976,2019-11-01
CA-2019-145177,PP-18955,10/11/2019,"Avery File Folder Labels","Office Supplies",Labels,East,9.216,2019-11-01
CA-2019-145177,PP-18955,10/11/2019,"Square Credit Card Reader",Technology,Phones,East,41.958,2019-11-01
CA-2019-145177,PP-18955,10/11/2019,"Xerox 1882","Office Supplies",Paper,East,89.568,2019-11-01
CA-2019-145177,PP-18955,10/11/2019,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book","Office Supplies",Paper,East,22.248,2019-11-01
CA-2019-145177,PP-18955,10/11/2019,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red","Office Supplies",Appliances,East,334.88,2019-11-01
CA-2019-145177,PP-18955,10/11/2019,"DAX Natural Wood-Tone Poster Frame",Furniture,Furnishings,East,148.288,2019-11-01
CA-2019-145177,PP-18955,10/11/2019,"Xerox 1924","Office Supplies",Paper,East,4.624,2019-11-01
CA-2019-145177,PP-18955,10/11/2019,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",Technology,Accessories,East,178.92,2019-11-01
CA-2019-145177,PP-18955,10/11/2019,"GBC Twin Loop Wire Binding Elements","Office Supplies",Binders,East,69.888,2019-11-01
US-2019-144547,MS-17770,10/11/2019,"Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver",Technology,Accessories,Central,279.944,2019-11-01
CA-2019-119935,KM-16225,10/11/2019,"3M Polarizing Light Filter Sleeves",Furniture,Furnishings,Central,37.3,2019-11-01
CA-2019-119935,KM-16225,10/11/2019,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue","Office Supplies",Binders,Central,81.96,2019-11-01
CA-2019-125164,SH-19975,10/11/2019,"Canvas Sectional Post Binders","Office Supplies",Binders,East,20.368,2019-11-01
CA-2019-125164,SH-19975,10/11/2019,"Wilson Jones Century Plastic Molded Ring Binders","Office Supplies",Binders,East,49.848,2019-11-01
CA-2019-158694,AI-10855,10/11/2019,"Embossed Ink Jet Note Cards","Office Supplies",Paper,West,67.71,2019-11-01
CA-2019-158694,AI-10855,10/11/2019,"Belkin F9S820V06 8 Outlet Surge","Office Supplies",Appliances,West,129.92,2019-11-01
CA-2019-158694,AI-10855,10/11/2019,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,Furnishings,West,467.46,2019-11-01
CA-2019-158694,AI-10855,10/11/2019,"Xerox 1933","Office Supplies",Paper,West,61.4,2019-11-01
CA-2019-158694,AI-10855,10/11/2019,"Standard Rollaway File with Lock","Office Supplies",Storage,West,720.76,2019-11-01
CA-2019-158694,AI-10855,10/11/2019,"Peel & Stick Add-On Corner Pockets","Office Supplies",Binders,West,5.184,2019-11-01
CA-2019-158694,AI-10855,10/11/2019,"Newell 338","Office Supplies",Art,West,14.7,2019-11-01
CA-2019-162348,BF-11170,10/11/2019,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",Furniture,Furnishings,West,9.98,2019-11-01
CA-2019-152940,RO-19780,10/11/2019,"Acco Perma 2700 Stacking Storage Drawers","Office Supplies",Storage,West,29.74,2019-11-01
US-2019-136581,SV-20365,10/11/2019,"Xerox 227","Office Supplies",Paper,East,31.104,2019-11-01
CA-2019-140935,AB-10015,10/11/2019,"Samsung Convoy 3",Technology,Phones,Central,221.98,2019-11-01
CA-2019-140935,AB-10015,10/11/2019,"Sauder Facets Collection Library, Sky Alder Finish",Furniture,Bookcases,Central,341.96,2019-11-01
CA-2019-127761,SW-20275,10/11/2019,"Presstex Flexible Ring Binders","Office Supplies",Binders,East,3.64,2019-11-01
CA-2019-127761,SW-20275,10/11/2019,"BlackBerry Q10",Technology,Phones,East,881.93,2019-11-01
CA-2019-124667,BD-11770,11/11/2019,"Micropad Numeric Keypads",Technology,Accessories,East,59.97,2019-11-01
CA-2019-124667,BD-11770,11/11/2019,"Safco Steel Mobile File Cart","Office Supplies",Storage,East,83.36,2019-11-01
CA-2019-124506,BB-11545,11/11/2019,"Belkin F8E887 USB Wired Ergonomic Keyboard",Technology,Accessories,Central,95.968,2019-11-01
CA-2019-124506,BB-11545,11/11/2019,"Global Chrome Stack Chair",Furniture,Chairs,Central,47.992,2019-11-01
CA-2019-139878,LD-17005,11/11/2019,"Digium D40 VoIP phone",Technology,Phones,Central,257.98,2019-11-01
CA-2019-130799,BK-11260,11/11/2019,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,Furnishings,West,6.96,2019-11-01
CA-2019-131968,LB-16795,11/11/2019,"Ibico Standard Transparent Covers","Office Supplies",Binders,South,9.888,2019-11-01
CA-2019-131968,LB-16795,11/11/2019,"Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators","Office Supplies",Appliances,South,671.544,2019-11-01
CA-2019-145548,EB-13750,11/11/2019,"Staple magnet","Office Supplies",Storage,East,28.14,2019-11-01
CA-2019-145548,EB-13750,11/11/2019,"KeyTronic E03601U1 - Keyboard - Beige",Technology,Accessories,East,36,2019-11-01
CA-2019-145548,EB-13750,11/11/2019,"Boston School Pro Electric Pencil Sharpener, 1670","Office Supplies",Art,East,92.94,2019-11-01
CA-2019-145548,EB-13750,11/11/2019,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs,East,245.646,2019-11-01
CA-2019-145548,EB-13750,11/11/2019,"Deluxe Heavy-Duty Vinyl Round Ring Binder","Office Supplies",Binders,East,55.008,2019-11-01
CA-2019-145548,EB-13750,11/11/2019,"XtraLife ClearVue Slant-D Ring Binder, White, 3""","Office Supplies",Binders,East,35.232,2019-11-01
CA-2019-116722,LP-17080,11/11/2019,"Magnifier Swing Arm Lamp",Furniture,Furnishings,West,41.96,2019-11-01
